Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
02.01.2014;1.845,86;1.845,86;1.827,74;1.831,98;446.076.890
03.01.2014;1.833,21;1.838,24;1.829,13;1.831,37;387.737.913
06.01.2014;1.832,31;1.837,16;1.823,73;1.826,77;491.156.690
07.01.2014;1.828,71;1.840,10;1.828,71;1.837,88;496.528.166
08.01.2014;1.837,90;1.840,02;1.831,40;1.837,49;576.758.133
09.01.2014;1.839,00;1.843,23;1.830,38;1.838,13;520.632.513
10.01.2014;1.840,06;1.843,15;1.832,43;1.842,37;486.021.929
13.01.2014;1.841,26;1.843,45;1.815,52;1.819,20;574.069.139
14.01.2014;1.821,36;1.839,26;1.821,36;1.838,88;510.487.384
15.01.2014;1.840,52;1.850,84;1.840,52;1.848,38;556.881.209
16.01.2014;1.847,99;1.847,99;1.840,30;1.845,89;473.037.269
17.01.2014;1.844,23;1.846,04;1.835,23;1.838,70;806.647.919
21.01.2014;1.841,05;1.849,31;1.832,38;1.843,80;594.305.066
22.01.2014;1.844,71;1.846,87;1.840,88;1.844,86;500.007.322
23.01.2014;1.842,29;1.842,29;1.820,06;1.828,46;581.097.348
24.01.2014;1.826,96;1.826,96;1.790,29;1.790,29;711.185.331
27.01.2014;1.791,03;1.795,98;1.772,88;1.781,56;631.898.883
28.01.2014;1.783,00;1.793,87;1.779,49;1.792,50;494.782.437
29.01.2014;1.790,15;1.790,15;1.770,45;1.774,20;601.114.889
30.01.2014;1.777,17;1.798,77;1.777,17;1.794,19;545.041.082
31.01.2014;1.790,88;1.793,88;1.772,26;1.782,59;755.380.061
03.02.2014;1.782,68;1.784,83;1.739,66;1.741,89;744.277.160
04.02.2014;1.743,82;1.758,73;1.743,82;1.755,20;620.707.857
05.02.2014;1.753,38;1.755,79;1.737,92;1.751,64;578.631.983
06.02.2014;1.752,99;1.774,06;1.752,99;1.773,43;561.418.384
07.02.2014;1.776,01;1.798,03;1.776,01;1.797,02;589.310.959
10.02.2014;1.796,20;1.799,94;1.791,83;1.799,84;485.826.474
11.02.2014;1.800,45;1.823,54;1.800,41;1.819,75;532.935.315
12.02.2014;1.820,12;1.826,55;1.815,97;1.819,26;483.526.499
13.02.2014;1.814,82;1.830,25;1.809,22;1.829,83;534.755.356
14.02.2014;1.828,46;1.841,65;1.825,59;1.838,63;488.468.773
18.02.2014;1.839,03;1.842,87;1.835,01;1.840,76;538.004.458
19.02.2014;1.838,90;1.847,50;1.826,99;1.828,75;516.752.864
20.02.2014;1.829,24;1.842,79;1.824,58;1.839,78;512.917.477
21.02.2014;1.841,07;1.846,13;1.835,60;1.836,25;673.576.385
24.02.2014;1.836,78;1.858,71;1.836,78;1.847,61;694.457.178
25.02.2014;1.847,66;1.852,91;1.840,19;1.845,12;498.266.385
26.02.2014;1.845,79;1.852,65;1.840,66;1.845,16;493.821.506
27.02.2014;1.844,90;1.854,53;1.841,13;1.854,29;506.493.789
28.02.2014;1.855,12;1.867,92;1.847,67;1.859,45;716.526.988
03.03.2014;1.857,68;1.857,68;1.834,44;1.845,73;498.458.211
04.03.2014;1.849,23;1.876,23;1.849,23;1.873,91;544.441.906
05.03.2014;1.874,05;1.876,53;1.871,11;1.873,81;482.066.998
06.03.2014;1.874,18;1.881,94;1.874,18;1.877,03;498.566.077
07.03.2014;1.878,52;1.883,57;1.870,56;1.878,04;497.040.706
10.03.2014;1.877,86;1.877,87;1.867,04;1.877,17;430.738.722
11.03.2014;1.878,26;1.882,35;1.863,88;1.867,63;442.986.543
12.03.2014;1.866,15;1.868,38;1.854,38;1.868,20;449.370.547
13.03.2014;1.869,06;1.874,40;1.841,86;1.846,34;512.753.125
14.03.2014;1.845,07;1.852,44;1.839,57;1.841,13;491.443.762
17.03.2014;1.842,81;1.862,30;1.842,81;1.858,83;452.592.693
18.03.2014;1.858,92;1.873,76;1.858,92;1.872,25;408.703.209
19.03.2014;1.872,25;1.874,14;1.850,35;1.860,77;499.477.479
20.03.2014;1.860,09;1.873,49;1.854,63;1.872,01;467.186.484
21.03.2014;1.874,53;1.883,97;1.863,46;1.866,52;1.546.978.295
24.03.2014;1.867,67;1.873,34;1.849,69;1.857,44;588.008.930
25.03.2014;1.859,48;1.871,87;1.855,96;1.865,62;491.561.997
26.03.2014;1.867,09;1.875,92;1.852,56;1.852,56;557.827.135
27.03.2014;1.852,11;1.855,55;1.842,11;1.849,04;583.008.429
28.03.2014;1.850,07;1.866,63;1.850,07;1.857,62;453.538.162
31.03.2014;1.859,16;1.875,18;1.859,16;1.872,34;577.814.815
01.04.2014;1.873,96;1.885,84;1.873,96;1.885,52;517.337.094
02.04.2014;1.886,61;1.893,17;1.883,79;1.890,90;465.008.732
03.04.2014;1.891,43;1.893,80;1.882,65;1.888,77;486.951.242
04.04.2014;1.890,25;1.897,28;1.863,26;1.865,09;638.969.604
07.04.2014;1.863,92;1.864,04;1.841,48;1.845,04;658.210.321
08.04.2014;1.845,48;1.854,95;1.837,49;1.851,96;552.300.967
09.04.2014;1.852,64;1.872,43;1.852,38;1.872,18;528.286.495
10.04.2014;1.872,28;1.872,53;1.830,87;1.833,08;636.878.418
11.04.2014;1.830,65;1.835,07;1.814,36;1.815,69;662.182.271
14.04.2014;1.818,18;1.834,19;1.815,80;1.830,61;524.945.814
15.04.2014;1.831,45;1.844,02;1.816,29;1.842,98;591.857.217
16.04.2014;1.846,01;1.862,31;1.846,01;1.862,31;536.608.381
17.04.2014;1.861,73;1.869,63;1.856,72;1.864,85;665.681.444
21.04.2014;1.865,79;1.871,89;1.863,18;1.871,89;445.573.609
22.04.2014;1.872,57;1.884,89;1.872,57;1.879,55;492.961.324
23.04.2014;1.879,32;1.879,75;1.873,91;1.875,39;477.805.705
24.04.2014;1.881,97;1.884,06;1.870,24;1.878,61;523.936.662
25.04.2014;1.877,72;1.877,72;1.859,70;1.863,40;526.707.398
28.04.2014;1.865,00;1.877,01;1.850,61;1.869,43;644.490.866
29.04.2014;1.870,78;1.880,60;1.870,78;1.878,33;489.827.927
30.04.2014;1.877,10;1.885,20;1.872,69;1.883,95;629.090.940
01.05.2014;1.884,39;1.888,59;1.878,04;1.883,68;468.010.160
02.05.2014;1.885,30;1.891,33;1.878,50;1.881,14;463.670.006
05.05.2014;1.879,45;1.885,51;1.866,77;1.884,66;417.770.456
06.05.2014;1.883,69;1.883,69;1.867,72;1.867,72;474.484.454
07.05.2014;1.868,53;1.878,83;1.859,79;1.878,21;563.540.793
08.05.2014;1.877,39;1.889,07;1.870,05;1.875,63;488.608.986
09.05.2014;1.875,27;1.878,57;1.867,02;1.878,48;473.573.782
12.05.2014;1.880,03;1.897,13;1.880,03;1.896,65;448.903.761
13.05.2014;1.896,75;1.902,17;1.896,06;1.897,45;418.340.875
14.05.2014;1.897,13;1.897,13;1.885,77;1.888,53;422.048.317
15.05.2014;1.888,16;1.888,16;1.862,36;1.870,85;547.161.731
16.05.2014;1.871,19;1.878,28;1.864,82;1.877,86;624.155.555
19.05.2014;1.876,66;1.886,00;1.872,42;1.885,08;433.389.990
20.05.2014;1.884,88;1.884,88;1.868,14;1.872,83;434.975.819
21.05.2014;1.873,34;1.888,80;1.873,34;1.888,03;410.778.045
22.05.2014;1.888,19;1.896,33;1.885,39;1.892,49;385.630.413
23.05.2014;1.893,32;1.901,26;1.893,32;1.900,53;373.480.792
27.05.2014;1.902,01;1.912,28;1.902,01;1.911,91;469.659.768
28.05.2014;1.911,77;1.914,46;1.907,30;1.909,78;408.919.016
29.05.2014;1.910,60;1.920,03;1.909,82;1.920,03;371.597.536
30.05.2014;1.920,33;1.924,03;1.916,64;1.923,57;600.492.470
02.06.2014;1.923,87;1.925,88;1.915,98;1.924,97;376.846.469
03.06.2014;1.923,07;1.925,07;1.918,79;1.924,24;414.841.285
04.06.2014;1.923,06;1.928,63;1.918,60;1.927,88;403.725.654
05.06.2014;1.928,52;1.941,74;1.922,93;1.940,46;431.125.075
06.06.2014;1.942,41;1.949,44;1.942,41;1.949,44;445.161.606
09.06.2014;1.948,97;1.955,55;1.947,16;1.951,27;422.431.624
10.06.2014;1.950,34;1.950,86;1.944,64;1.950,79;405.664.186
11.06.2014;1.949,37;1.949,37;1.940,08;1.943,89;387.283.719
12.06.2014;1.943,35;1.943,35;1.925,78;1.930,11;459.956.146
13.06.2014;1.930,80;1.937,30;1.927,69;1.936,16;445.392.285
16.06.2014;1.934,84;1.941,15;1.930,91;1.937,78;437.288.634
17.06.2014;1.937,15;1.943,69;1.933,55;1.941,99;405.863.064
18.06.2014;1.942,73;1.957,74;1.939,29;1.956,98;436.454.870
19.06.2014;1.957,50;1.959,87;1.952,26;1.959,48;476.002.520
20.06.2014;1.960,45;1.963,91;1.959,17;1.962,87;1.209.685.149
23.06.2014;1.962,92;1.963,74;1.958,89;1.962,61;411.854.618
24.06.2014;1.961,97;1.968,17;1.948,34;1.949,98;482.070.052
25.06.2014;1.949,27;1.960,83;1.947,49;1.959,53;455.366.217
26.06.2014;1.959,89;1.959,89;1.944,69;1.957,22;404.542.402
27.06.2014;1.956,56;1.961,47;1.952,18;1.960,96;736.991.948
30.06.2014;1.960,79;1.964,24;1.958,22;1.960,23;527.459.777
01.07.2014;1.962,29;1.978,58;1.962,29;1.973,32;438.761.391
02.07.2014;1.973,06;1.976,67;1.972,58;1.974,62;386.021.127
03.07.2014;1.975,88;1.985,59;1.975,88;1.985,44;366.541.191
07.07.2014;1.984,22;1.984,22;1.974,88;1.977,65;399.491.515
08.07.2014;1.976,39;1.976,39;1.959,46;1.963,71;482.721.915
09.07.2014;1.965,10;1.974,15;1.965,10;1.972,83;414.872.389
10.07.2014;1.966,67;1.969,84;1.952,86;1.964,68;417.456.957
11.07.2014;1.965,76;1.968,67;1.959,63;1.967,57;375.548.761
14.07.2014;1.969,86;1.979,85;1.969,86;1.977,10;398.064.106
15.07.2014;1.977,36;1.982,52;1.965,34;1.973,28;544.581.519
16.07.2014;1.976,35;1.983,94;1.975,67;1.981,57;517.539.723
17.07.2014;1.979,75;1.981,80;1.955,59;1.958,12;541.630.260
18.07.2014;1.961,54;1.979,91;1.960,82;1.978,22;582.965.973
21.07.2014;1.976,93;1.976,93;1.965,77;1.973,63;397.417.585
22.07.2014;1.975,65;1.986,24;1.975,65;1.983,53;425.726.762
23.07.2014;1.985,32;1.989,23;1.982,44;1.987,01;468.319.122
24.07.2014;1.988,07;1.991,39;1.985,79;1.987,98;471.603.725
25.07.2014;1.984,60;1.984,60;1.974,37;1.978,34;414.635.733
28.07.2014;1.978,25;1.981,52;1.967,31;1.978,91;436.388.191
29.07.2014;1.980,03;1.984,85;1.969,95;1.969,95;492.838.802
30.07.2014;1.973,21;1.978,90;1.962,42;1.970,07;476.985.409
31.07.2014;1.965,14;1.965,14;1.930,67;1.930,67;623.629.847
01.08.2014;1.929,80;1.937,35;1.916,37;1.925,15;519.200.939
04.08.2014;1.926,62;1.942,92;1.921,20;1.938,99;468.874.902
05.08.2014;1.936,34;1.936,34;1.913,77;1.920,21;500.527.836
06.08.2014;1.917,29;1.927,91;1.911,45;1.920,24;488.369.233
07.08.2014;1.923,03;1.928,89;1.904,78;1.909,57;474.067.876
08.08.2014;1.910,35;1.932,38;1.909,01;1.931,59;456.088.503
11.08.2014;1.933,43;1.944,90;1.933,43;1.936,92;399.490.717
12.08.2014;1.935,73;1.939,65;1.928,29;1.933,75;352.024.097
13.08.2014;1.935,60;1.948,41;1.935,60;1.946,72;368.395.987
14.08.2014;1.947,41;1.955,23;1.947,41;1.955,18;322.147.247
15.08.2014;1.958,87;1.964,04;1.941,50;1.955,06;599.550.669
18.08.2014;1.958,36;1.971,99;1.958,36;1.971,74;422.144.586
19.08.2014;1.972,73;1.982,57;1.972,73;1.981,60;393.523.737
20.08.2014;1.980,46;1.988,57;1.977,68;1.986,51;378.232.246
21.08.2014;1.986,82;1.994,76;1.986,82;1.992,37;395.027.171
22.08.2014;1.992,60;1.993,54;1.984,76;1.988,40;377.872.101
25.08.2014;1.991,74;2.001,95;1.991,74;1.997,92;336.826.978
26.08.2014;1.998,59;2.005,04;1.998,59;2.000,02;314.079.664
27.08.2014;2.000,54;2.002,14;1.996,20;2.000,12;342.143.621
28.08.2014;1.997,42;1.998,55;1.990,52;1.996,74;315.882.057
29.08.2014;1.998,45;2.003,38;1.994,65;2.003,37;425.023.584
02.09.2014;2.004,07;2.006,12;1.994,85;2.002,28;399.418.982
03.09.2014;2.003,57;2.009,28;1.998,14;2.000,72;396.734.423
04.09.2014;2.001,67;2.011,17;1.992,54;1.997,65;426.756.455
05.09.2014;1.998,00;2.007,71;1.990,10;2.007,71;450.560.505
08.09.2014;2.007,17;2.007,17;1.995,60;2.001,54;411.969.635
09.09.2014;2.000,73;2.001,01;1.984,61;1.988,44;450.978.034
10.09.2014;1.988,41;1.996,66;1.982,99;1.995,69;427.131.068
11.09.2014;1.992,85;1.997,65;1.985,93;1.997,45;399.776.752
12.09.2014;1.996,74;1.996,74;1.980,26;1.985,54;500.131.371
15.09.2014;1.986,04;1.987,18;1.978,48;1.984,13;433.853.454
16.09.2014;1.981,93;2.002,28;1.979,06;1.998,98;441.783.387
17.09.2014;1.999,30;2.010,74;1.993,29;2.001,57;478.418.443
18.09.2014;2.003,07;2.012,34;2.003,07;2.011,36;475.880.094
19.09.2014;2.012,74;2.019,26;2.006,59;2.010,40;1.399.699.724
22.09.2014;2.009,08;2.009,08;1.991,01;1.994,29;474.795.518
23.09.2014;1.992,78;1.995,41;1.982,77;1.982,77;483.710.943
24.09.2014;1.983,34;1.999,79;1.978,63;1.998,30;486.044.931
25.09.2014;1.997,32;1.997,32;1.965,99;1.965,99;526.199.205
26.09.2014;1.966,22;1.986,37;1.966,22;1.982,85;436.267.551
29.09.2014;1.978,96;1.981,28;1.964,04;1.977,80;421.744.398
30.09.2014;1.978,21;1.985,17;1.968,96;1.972,29;590.851.188
01.10.2014;1.971,44;1.971,44;1.941,72;1.946,16;585.264.771
02.10.2014;1.945,83;1.952,32;1.926,03;1.946,17;513.088.582
03.10.2014;1.948,12;1.971,19;1.948,12;1.967,90;544.389.960
06.10.2014;1.970,01;1.977,84;1.958,43;1.964,82;433.672.126
07.10.2014;1.962,36;1.962,36;1.934,87;1.935,10;519.127.994
08.10.2014;1.935,55;1.970,36;1.925,25;1.968,89;610.653.643
09.10.2014;1.967,68;1.967,68;1.927,56;1.928,21;604.573.274
10.10.2014;1.925,63;1.936,98;1.906,05;1.906,13;757.485.255
13.10.2014;1.905,65;1.912,09;1.874,14;1.874,74;670.484.943
14.10.2014;1.877,11;1.898,71;1.871,79;1.877,70;689.430.628
15.10.2014;1.874,18;1.874,18;1.820,66;1.862,49;926.524.554
16.10.2014;1.855,95;1.876,01;1.835,02;1.862,76;795.956.016
17.10.2014;1.864,91;1.898,16;1.864,91;1.886,76;805.007.051
20.10.2014;1.885,62;1.905,03;1.882,30;1.904,01;529.713.276
21.10.2014;1.909,38;1.942,45;1.909,38;1.941,28;586.162.383
22.10.2014;1.941,29;1.949,31;1.926,83;1.927,11;601.110.569
23.10.2014;1.931,02;1.961,95;1.931,02;1.950,82;560.099.425
24.10.2014;1.951,59;1.965,27;1.946,27;1.964,58;499.168.426
27.10.2014;1.962,97;1.964,64;1.951,37;1.961,63;465.869.091
28.10.2014;1.964,14;1.985,05;1.964,14;1.985,05;514.671.119
29.10.2014;1.983,29;1.991,40;1.969,04;1.982,30;550.834.416
30.10.2014;1.979,49;1.999,40;1.974,75;1.994,65;512.018.532
31.10.2014;2.001,20;2.018,19;2.001,20;2.018,05;699.250.816
03.11.2014;2.018,21;2.024,46;2.013,68;2.017,81;495.466.739
04.11.2014;2.015,81;2.015,98;2.001,01;2.012,10;523.652.851
05.11.2014;2.015,29;2.023,77;2.014,42;2.023,57;511.039.356
06.11.2014;2.023,33;2.031,61;2.015,86;2.031,21;497.882.341
07.11.2014;2.032,36;2.034,26;2.025,07;2.031,92;507.608.749
10.11.2014;2.032,01;2.038,70;2.030,17;2.038,26;459.544.499
11.11.2014;2.038,20;2.041,28;2.035,28;2.039,68;379.238.644
12.11.2014;2.037,75;2.040,33;2.031,95;2.038,25;460.474.390
13.11.2014;2.039,21;2.046,18;2.030,44;2.039,33;470.727.367
14.11.2014;2.039,74;2.042,22;2.035,20;2.039,82;447.822.912
17.11.2014;2.038,29;2.043,07;2.034,46;2.041,32;466.017.653
18.11.2014;2.041,48;2.056,08;2.041,48;2.051,80;465.627.362
19.11.2014;2.051,16;2.052,14;2.040,37;2.048,72;456.780.186
20.11.2014;2.045,87;2.053,84;2.040,49;2.052,75;444.963.436
21.11.2014;2.057,46;2.071,46;2.056,75;2.063,50;725.438.125
24.11.2014;2.065,07;2.070,17;2.065,07;2.069,41;483.152.010
25.11.2014;2.070,15;2.074,21;2.064,75;2.067,03;587.165.767
26.11.2014;2.067,36;2.073,29;2.066,62;2.072,83;510.052.002
28.11.2014;2.074,78;2.075,76;2.065,06;2.067,56;411.804.569
01.12.2014;2.065,78;2.065,78;2.049,57;2.053,44;547.609.771
02.12.2014;2.053,77;2.068,77;2.053,77;2.066,55;498.400.851
03.12.2014;2.067,45;2.076,28;2.066,65;2.074,33;536.333.828
04.12.2014;2.073,64;2.077,34;2.062,34;2.071,92;495.739.307
05.12.2014;2.072,78;2.079,47;2.070,81;2.075,37;492.974.286
08.12.2014;2.074,84;2.075,78;2.054,27;2.060,31;547.803.660
09.12.2014;2.056,55;2.060,60;2.034,17;2.059,82;530.054.668
10.12.2014;2.058,86;2.058,86;2.024,26;2.026,14;619.378.717
11.12.2014;2.027,92;2.055,53;2.027,92;2.035,33;527.529.075
12.12.2014;2.030,36;2.032,25;2.002,33;2.002,33;657.438.085
15.12.2014;2.005,03;2.018,69;1.982,26;1.989,63;670.000.872
16.12.2014;1.986,71;2.016,89;1.972,56;1.972,74;690.265.228
17.12.2014;1.973,77;2.016,75;1.973,77;2.012,89;658.790.571
18.12.2014;2.018,98;2.061,23;2.018,98;2.061,23;667.228.778
19.12.2014;2.061,04;2.077,85;2.061,03;2.070,65;1.633.999.743
22.12.2014;2.069,28;2.078,76;2.069,28;2.078,54;550.803.963
23.12.2014;2.081,48;2.086,73;2.079,77;2.082,17;473.272.321
24.12.2014;2.083,25;2.087,56;2.081,86;2.081,88;224.945.658
26.12.2014;2.084,30;2.092,70;2.084,30;2.088,77;286.785.411
29.12.2014;2.087,63;2.093,55;2.085,75;2.090,57;331.932.588
30.12.2014;2.088,49;2.088,49;2.079,53;2.080,35;307.732.134
31.12.2014;2.082,11;2.085,58;2.057,94;2.058,90;415.223.765
02.01.2015;2.058,90;2.072,36;2.046,04;2.058,20;426.937.581
05.01.2015;2.054,44;2.054,44;2.017,34;2.020,58;611.506.858
06.01.2015;2.022,15;2.030,25;1.992,44;2.002,61;628.224.413
07.01.2015;2.005,55;2.029,61;2.005,55;2.025,90;538.478.740
08.01.2015;2.030,61;2.064,08;2.030,61;2.062,14;604.827.987
09.01.2015;2.063,45;2.064,43;2.038,33;2.044,81;503.887.901
12.01.2015;2.046,13;2.049,30;2.022,58;2.028,26;536.631.269
13.01.2015;2.031,58;2.056,93;2.008,25;2.023,03;610.182.246
14.01.2015;2.018,40;2.018,40;1.988,44;2.011,27;673.001.114
15.01.2015;2.013,75;2.021,35;1.991,47;1.992,67;608.258.039
16.01.2015;1.992,25;2.020,46;1.988,12;2.019,42;731.828.339
20.01.2015;2.020,76;2.028,94;2.004,49;2.022,55;605.394.244
21.01.2015;2.020,19;2.038,29;2.012,04;2.032,12;538.996.626
22.01.2015;2.034,30;2.064,62;2.026,38;2.063,15;643.547.837
23.01.2015;2.062,98;2.062,98;2.050,54;2.051,82;535.455.933
26.01.2015;2.050,42;2.057,62;2.040,97;2.057,09;525.986.275
27.01.2015;2.047,86;2.047,86;2.019,91;2.029,55;562.176.423
28.01.2015;2.032,34;2.042,49;2.001,49;2.002,16;648.480.471
29.01.2015;2.002,45;2.024,64;1.989,18;2.021,25;620.130.124
30.01.2015;2.019,35;2.023,32;1.993,38;1.994,99;893.217.502
02.02.2015;1.996,67;2.021,66;1.980,90;2.020,85;637.708.675
03.02.2015;2.022,71;2.050,30;2.022,71;2.050,03;658.300.755
04.02.2015;2.048,86;2.054,74;2.036,72;2.041,51;638.853.840
05.02.2015;2.043,45;2.063,55;2.043,45;2.062,52;532.688.569
06.02.2015;2.062,28;2.072,40;2.049,97;2.055,47;590.733.024
09.02.2015;2.053,47;2.056,16;2.041,88;2.046,74;502.321.634
10.02.2015;2.049,38;2.070,86;2.048,62;2.068,59;537.838.874
11.02.2015;2.068,55;2.073,48;2.057,99;2.068,53;502.374.735
12.02.2015;2.069,98;2.088,53;2.069,98;2.088,48;563.402.483
13.02.2015;2.088,78;2.097,03;2.086,70;2.096,99;501.223.065
17.02.2015;2.096,47;2.101,30;2.089,80;2.100,34;557.220.441
18.02.2015;2.099,16;2.100,23;2.092,15;2.099,68;458.222.878
19.02.2015;2.099,25;2.102,13;2.090,79;2.097,45;462.240.272
20.02.2015;2.097,65;2.110,61;2.085,44;2.110,30;621.832.126
23.02.2015;2.109,83;2.110,05;2.103,00;2.109,66;497.016.103
24.02.2015;2.109,10;2.117,94;2.105,87;2.115,48;499.805.150
25.02.2015;2.115,30;2.119,59;2.109,89;2.113,86;481.020.383
26.02.2015;2.113,91;2.113,91;2.103,76;2.110,74;504.308.836
27.02.2015;2.110,88;2.112,74;2.103,75;2.104,50;596.556.881
02.03.2015;2.105,23;2.117,52;2.104,50;2.117,39;516.612.174
03.03.2015;2.115,76;2.115,76;2.098,26;2.107,78;488.593.539
04.03.2015;2.107,72;2.107,72;2.087,62;2.107,72;489.025.555
05.03.2015;2.098,54;2.104,25;2.095,22;2.101,04;479.611.957
06.03.2015;2.100,91;2.100,91;2.067,27;2.071,26;654.413.604
09.03.2015;2.072,25;2.083,49;2.072,21;2.079,43;491.672.606
10.03.2015;2.076,14;2.076,14;2.044,16;2.044,16;618.042.903
11.03.2015;2.044,69;2.050,08;2.039,69;2.040,24;540.138.591
12.03.2015;2.041,10;2.066,41;2.041,10;2.065,95;541.588.132
13.03.2015;2.064,56;2.064,56;2.041,17;2.053,40;553.445.667
16.03.2015;2.055,35;2.081,41;2.055,35;2.081,19;541.612.324
17.03.2015;2.080,59;2.080,59;2.065,08;2.074,28;475.714.134
18.03.2015;2.072,84;2.106,85;2.061,23;2.099,50;628.925.946
19.03.2015;2.098,69;2.098,69;2.085,56;2.089,27;528.262.488
20.03.2015;2.090,32;2.113,92;2.090,32;2.108,10;1.560.822.488
23.03.2015;2.107,99;2.114,86;2.104,42;2.104,42;500.086.465
24.03.2015;2.103,94;2.107,63;2.091,50;2.091,50;512.610.880
25.03.2015;2.093,10;2.097,43;2.061,05;2.061,05;582.073.426
26.03.2015;2.059,94;2.067,15;2.045,50;2.056,15;619.686.786
27.03.2015;2.055,78;2.062,83;2.052,96;2.061,02;537.750.961
30.03.2015;2.064,11;2.088,97;2.064,11;2.086,24;493.690.723
31.03.2015;2.084,05;2.084,05;2.067,04;2.067,89;663.987.797
01.04.2015;2.067,63;2.067,63;2.048,38;2.059,69;564.988.727
02.04.2015;2.060,03;2.072,17;2.057,32;2.066,96;484.704.255
06.04.2015;2.064,87;2.086,99;2.056,52;2.080,62;603.791.492
07.04.2015;2.080,79;2.089,81;2.076,10;2.076,33;436.475.554
08.04.2015;2.076,94;2.086,69;2.073,30;2.081,90;488.249.204
09.04.2015;2.081,29;2.093,31;2.074,29;2.091,18;473.659.522
10.04.2015;2.091,51;2.102,61;2.091,51;2.102,06;467.375.544
13.04.2015;2.102,03;2.107,65;2.092,33;2.092,43;489.876.530
14.04.2015;2.092,28;2.098,62;2.083,24;2.095,84;449.838.753
15.04.2015;2.097,82;2.111,91;2.097,82;2.106,63;561.622.715
16.04.2015;2.105,96;2.111,30;2.100,02;2.104,99;494.694.374
17.04.2015;2.102,58;2.102,58;2.072,37;2.081,18;661.794.713
20.04.2015;2.084,11;2.103,94;2.084,11;2.100,40;481.863.950
21.04.2015;2.102,82;2.109,64;2.094,38;2.097,29;485.076.830
22.04.2015;2.098,27;2.109,98;2.091,05;2.107,96;505.662.373
23.04.2015;2.107,21;2.120,49;2.103,19;2.112,93;566.843.506
24.04.2015;2.112,80;2.120,92;2.112,80;2.117,69;555.376.586
27.04.2015;2.119,29;2.125,92;2.107,04;2.108,92;590.999.229
28.04.2015;2.108,35;2.116,09;2.094,89;2.114,76;549.650.994
29.04.2015;2.112,49;2.113,65;2.097,41;2.106,85;550.784.916
30.04.2015;2.105,52;2.105,52;2.077,59;2.085,51;686.082.642
01.05.2015;2.087,38;2.108,41;2.087,38;2.108,29;509.568.789
04.05.2015;2.110,23;2.120,95;2.110,23;2.114,49;458.688.406
05.05.2015;2.112,63;2.115,24;2.088,46;2.089,46;532.113.899
06.05.2015;2.091,26;2.098,42;2.067,93;2.080,15;552.153.155
07.05.2015;2.079,96;2.092,90;2.074,99;2.088,00;523.758.356
08.05.2015;2.092,13;2.117,66;2.092,13;2.116,10;524.517.688
11.05.2015;2.115,56;2.117,69;2.104,58;2.105,33;467.022.504
12.05.2015;2.102,87;2.105,06;2.085,57;2.099,12;468.682.965
13.05.2015;2.099,62;2.110,19;2.096,04;2.098,48;473.510.272
14.05.2015;2.100,43;2.121,45;2.100,43;2.121,10;477.949.241
15.05.2015;2.122,07;2.123,89;2.116,79;2.122,73;609.123.759
18.05.2015;2.121,30;2.131,78;2.120,01;2.129,20;444.239.990
19.05.2015;2.129,45;2.133,02;2.124,50;2.127,83;493.349.176
20.05.2015;2.127,79;2.134,72;2.122,59;2.125,85;477.723.201
21.05.2015;2.125,55;2.134,28;2.122,95;2.130,82;468.557.139
22.05.2015;2.130,36;2.132,15;2.126,06;2.126,06;423.419.513
26.05.2015;2.125,34;2.125,34;2.099,18;2.104,20;557.833.108
27.05.2015;2.105,13;2.126,22;2.105,13;2.123,48;511.248.450
28.05.2015;2.122,27;2.122,27;2.112,86;2.120,79;434.135.669
29.05.2015;2.120,66;2.120,66;2.104,89;2.107,39;760.129.761
01.06.2015;2.108,64;2.119,15;2.102,54;2.111,73;488.083.175
02.06.2015;2.110,41;2.117,59;2.099,14;2.109,60;471.166.195
03.06.2015;2.110,64;2.121,92;2.109,61;2.114,07;464.527.279
04.06.2015;2.112,35;2.112,89;2.093,23;2.095,84;521.557.720
05.06.2015;2.095,09;2.100,99;2.085,67;2.092,83;559.311.850
08.06.2015;2.092,34;2.093,01;2.079,11;2.079,28;488.323.296
09.06.2015;2.079,07;2.085,62;2.072,14;2.080,15;488.823.113
10.06.2015;2.081,12;2.108,50;2.081,12;2.105,20;507.555.252
11.06.2015;2.106,24;2.115,02;2.106,24;2.108,86;529.774.046
12.06.2015;2.107,43;2.107,43;2.091,33;2.094,11;449.503.626
15.06.2015;2.091,34;2.091,34;2.072,49;2.084,43;504.787.125
16.06.2015;2.084,26;2.097,40;2.082,10;2.096,29;410.710.293
17.06.2015;2.097,40;2.106,79;2.088,86;2.100,44;480.805.890
18.06.2015;2.101,58;2.126,65;2.101,58;2.121,24;544.428.661
19.06.2015;2.121,03;2.121,64;2.109,38;2.109,99;1.255.422.639
22.06.2015;2.112,50;2.129,87;2.112,50;2.122,85;468.228.023
23.06.2015;2.123,16;2.128,03;2.119,89;2.124,20;453.115.170
24.06.2015;2.123,33;2.125,10;2.108,58;2.108,58;534.019.481
25.06.2015;2.109,96;2.116,04;2.101,78;2.102,31;494.346.810
26.06.2015;2.102,62;2.108,92;2.095,38;2.101,49;927.539.503
29.06.2015;2.098,63;2.098,63;2.056,64;2.057,64;586.955.148
30.06.2015;2.061,19;2.074,28;2.056,32;2.063,11;717.671.106
01.07.2015;2.067,00;2.082,78;2.067,00;2.077,42;531.751.257
